"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	385	14165196	2.7179
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	31	14165196	0.2188
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	18	14165196	Unreliable
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	91	14165196	0.6424
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	20	14165196	0.1412
	"Texas"	"48"	"Bexar County, TX"	"48029"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	25	14165196	0.1765
	"Texas"	"48"	"Bowie County, TX"	"48037"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	742237	Unreliable
	"Texas"	"48"	"Bowie County, TX"	"48037"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	742237	2.9640
	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	31	2583158	1.2001
	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	76	2583158	2.9421
	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	122	2583158	4.7229
	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	2583158	Unreliable
	"Texas"	"48"	"Brazos County, TX"	"48041"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	1597033	1.6906
	"Texas"	"48"	"Brazos County, TX"	"48041"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	67	1597033	4.1953
	"Texas"	"48"	"Brown County, TX"	"48049"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	303551	Unreliable
	"Texas"	"48"	"Brown County, TX"	"48049"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	303551	Unreliable
	"Texas"	"48"	"Burnet County, TX"	"48053"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	348632	Unreliable
	"Texas"	"48"	"Calhoun County, TX"	"48057"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	172445	Unreliable
	"Texas"	"48"	"Cameron County, TX"	"48061"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	3289027	Unreliable
	"Texas"	"48"	"Cameron County, TX"	"48061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	40	3289027	1.2162
	"Texas"	"48"	"Cameron County, TX"	"48061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	51	3289027	1.5506
	"Texas"	"48"	"Cameron County, TX"	"48061"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	3289027	Unreliable
	"Texas"	"48"	"Chambers County, TX"	"48071"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	286513	Unreliable
	"Texas"	"48"	"Chambers County, TX"	"48071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	286513	7.3295
	"Texas"	"48"	"Cherokee County, TX"	"48073"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	406936	Unreliable
	"Texas"	"48"	"Cherokee County, TX"	"48073"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	406936	Unreliable
	"Texas"	"48"	"Collin County, TX"	"48085"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	27	6590410	0.4097
	"Texas"	"48"	"Collin County, TX"	"48085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	184	6590410	2.7919
	"Texas"	"48"	"Collin County, TX"	"48085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	96	6590410	1.4567
	"Texas"	"48"	"Collin County, TX"	"48085"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	25	6590410	0.3793
	"Texas"	"48"	"Collin County, TX"	"48085"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	6590410	Unreliable
	"Texas"	"48"	"Collin County, TX"	"48085"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	64	6590410	0.9711
	"Texas"	"48"	"Collin County, TX"	"48085"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	11	6590410	Unreliable
	"Texas"	"48"	"Collin County, TX"	"48085"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	25	6590410	0.3793
	"Texas"	"48"	"Collin County, TX"	"48085"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	33	6590410	0.5007
	"Texas"	"48"	"Comal County, TX"	"48091"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	915663	3.8224
	"Texas"	"48"	"Comal County, TX"	"48091"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	915663	3.4947
	"Texas"	"48"	"Cooke County, TX"	"48097"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	308614	Unreliable
	"Texas"	"48"	"Cooke County, TX"	"48097"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	308614	10.0449
	"Texas"	"48"	"Coryell County, TX"	"48099"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	605609	Unreliable
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	15	19450746	Unreliable
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	14	19450746	Unreliable
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	33	19450746	0.1697
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	22	19450746	0.1131
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	161	19450746	0.8277
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	930	19450746	4.7813
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	534	19450746	2.7454
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	10	19450746	Unreliable
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	37	19450746	0.1902
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	19450746	0.1234
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	176	19450746	0.9048
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	15	19450746	Unreliable
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	23	19450746	0.1182
	"Texas"	"48"	"Dallas County, TX"	"48113"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	58	19450746	0.2982
	"Texas"	"48"	"Denton County, TX"	"48121"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	32	5598904	0.5715
	"Texas"	"48"	"Denton County, TX"	"48121"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	129	5598904	2.3040
	"Texas"	"48"	"Denton County, TX"	"48121"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	187	5598904	3.3399
	"Texas"	"48"	"Denton County, TX"	"48121"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	46	5598904	0.8216
	"Texas"	"48"	"Denton County, TX"	"48121"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	5598904	Unreliable
	"Texas"	"48"	"Ector County, TX"	"48135"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	1154278	4.4183
	"Texas"	"48"	"Ector County, TX"	"48135"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	65	1154278	5.6312
	"Texas"	"48"	"Ellis County, TX"	"48139"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	1227043	Unreliable
	"Texas"	"48"	"Ellis County, TX"	"48139"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	1227043	2.3634
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	12	6502322	Unreliable
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	6502322	Unreliable
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	256	6502322	3.9371
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	159	6502322	2.4453
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	46	6502322	0.7074
	"Texas"	"48"	"El Paso County, TX"	"48141"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	6502322	Unreliable
	"Texas"	"48"	"Fannin County, TX"	"48147"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	270543	Unreliable
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	4985505	Unreliable
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	4985505	1.5846
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	88	4985505	1.7651
	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	4985505	0.4012
	"Texas"	"48"	"Galveston County, TX"	"48167"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	38	2406816	1.5788
	"Texas"	"48"	"Galveston County, TX"	"48167"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	120	2406816	4.9858
	"Texas"	"48"	"Galveston County, TX"	"48167"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	167	2406816	6.9386
	"Texas"	"48"	"Galveston County, TX"	"48167"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	2406816	0.8310
	"Texas"	"48"	"Grayson County, TX"	"48181"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	974488	Unreliable
	"Texas"	"48"	"Grayson County, TX"	"48181"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	36	974488	3.6942
	"Texas"	"48"	"Grayson County, TX"	"48181"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	55	974488	5.6440
	"Texas"	"48"	"Grayson County, TX"	"48181"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	974488	Unreliable
	"Texas"	"48"	"Grayson County, TX"	"48181"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	974488	Unreliable
	"Texas"	"48"	"Gregg County, TX"	"48183"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	978200	Unreliable
	"Texas"	"48"	"Gregg County, TX"	"48183"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	36	978200	3.6802
	"Texas"	"48"	"Guadalupe County, TX"	"48187"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	1100476	2.6352
	"Texas"	"48"	"Guadalupe County, TX"	"48187"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	1100476	3.3622
	"Texas"	"48"	"Hardin County, TX"	"48199"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	439408	Unreliable
	"Texas"	"48"	"Hardin County, TX"	"48199"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	45	439408	10.2411
	"Texas"	"48"	"Harris County, TX"	"48201"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	11	33816750	Unreliable
	"Texas"	"48"	"Harris County, TX"	"48201"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	58	33816750	0.1715
	"Texas"	"48"	"Harris County, TX"	"48201"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	38	33816750	0.1124
	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	38	33816750	0.1124
	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	216	33816750	0.6387
	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1054	33816750	3.1168
	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	1403	33816750	4.1488
	"Texas"	"48"	"Harris County, TX"	"48201"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	14	33816750	Unreliable
	"Texas"	"48"	"Harris County, TX"	"48201"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	102	33816750	0.3016
	"Texas"	"48"	"Harris County, TX"	"48201"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	27	33816750	0.0798
	"Texas"	"48"	"Harris County, TX"	"48201"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	293	33816750	0.8664
	"Texas"	"48"	"Harris County, TX"	"48201"	"Assault by drugs, medicaments and biological substances"	"X85"	14	33816750	Unreliable
	"Texas"	"48"	"Harris County, TX"	"48201"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	33816750	Unreliable
	"Texas"	"48"	"Harrison County, TX"	"48203"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	529637	Unreliable
	"Texas"	"48"	"Harrison County, TX"	"48203"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	529637	Unreliable
	"Texas"	"48"	"Hays County, TX"	"48209"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	48	1347230	3.5629
	"Texas"	"48"	"Hays County, TX"	"48209"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	1347230	2.0041
	"Texas"	"48"	"Hays County, TX"	"48209"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	1347230	Unreliable
	"Texas"	"48"	"Henderson County, TX"	"48213"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	630226	Unreliable
	"Texas"	"48"	"Henderson County, TX"	"48213"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	630226	3.4908
	"Texas"	"48"	"Henderson County, TX"	"48213"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	630226	6.3469
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	17	6362666	Unreliable
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	6362666	Unreliable
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	91	6362666	1.4302
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	55	6362666	0.8644
	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	6362666	Unreliable
	"Texas"	"48"	"Hood County, TX"	"48221"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	418098	Unreliable
	"Texas"	"48"	"Hood County, TX"	"48221"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	418098	7.4145
	"Texas"	"48"	"Hopkins County, TX"	"48223"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	283101	Unreliable
	"Texas"	"48"	"Hopkins County, TX"	"48223"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	283101	Unreliable
	"Texas"	"48"	"Howard County, TX"	"48227"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	284821	7.3731
	"Texas"	"48"	"Hunt County, TX"	"48231"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	18	694832	Unreliable
	"Texas"	"48"	"Hunt County, TX"	"48231"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	694832	Unreliable
	"Texas"	"48"	"Hunt County, TX"	"48231"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	694832	4.1737
	"Texas"	"48"	"Hutchinson County, TX"	"48233"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	175565	Unreliable
	"Texas"	"48"	"Jasper County, TX"	"48241"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	285137	8.4170
	"Texas"	"48"	"Jefferson County, TX"	"48245"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	2016551	Unreliable
	"Texas"	"48"	"Jefferson County, TX"	"48245"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	87	2016551	4.3143
	"Texas"	"48"	"Jefferson County, TX"	"48245"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	138	2016551	6.8434
	"Texas"	"48"	"Jefferson County, TX"	"48245"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	2016551	Unreliable
	"Texas"	"48"	"Jim Wells County, TX"	"48249"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	329533	Unreliable
	"Texas"	"48"	"Johnson County, TX"	"48251"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	1228480	Unreliable
	"Texas"	"48"	"Johnson County, TX"	"48251"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	1228480	2.1978
	"Texas"	"48"	"Johnson County, TX"	"48251"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52	1228480	4.2329
	"Texas"	"48"	"Kaufman County, TX"	"48257"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	850949	Unreliable
	"Texas"	"48"	"Kaufman County, TX"	"48257"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	850949	4.1131
	"Texas"	"48"	"Kaufman County, TX"	"48257"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	850949	3.5255
	"Texas"	"48"	"Kerr County, TX"	"48265"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	398943	Unreliable
	"Texas"	"48"	"Kerr County, TX"	"48265"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	398943	Unreliable
	"Texas"	"48"	"Kleberg County, TX"	"48273"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	255861	Unreliable
	"Texas"	"48"	"Lamar County, TX"	"48277"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	397134	Unreliable
	"Texas"	"48"	"Liberty County, TX"	"48291"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	613054	3.9148
	"Texas"	"48"	"Liberty County, TX"	"48291"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	55	613054	8.9715
	"Texas"	"48"	"Llano County, TX"	"48299"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	154526	Unreliable
	"Texas"	"48"	"Lubbock County, TX"	"48303"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	22	2273701	0.9676
	"Texas"	"48"	"Lubbock County, TX"	"48303"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	71	2273701	3.1227
	"Texas"	"48"	"Lubbock County, TX"	"48303"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	82	2273701	3.6065
	"Texas"	"48"	"Lubbock County, TX"	"48303"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	2273701	Unreliable
	"Texas"	"48"	"McLennan County, TX"	"48309"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	22	1903486	1.1558
	"Texas"	"48"	"McLennan County, TX"	"48309"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	1903486	1.9963
	"Texas"	"48"	"McLennan County, TX"	"48309"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	45	1903486	2.3641
	"Texas"	"48"	"McLennan County, TX"	"48309"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	1903486	1.0507
	"Texas"	"48"	"Matagorda County, TX"	"48321"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	293226	Unreliable
	"Texas"	"48"	"Midland County, TX"	"48329"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	1160940	3.8762
	"Texas"	"48"	"Midland County, TX"	"48329"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	49	1160940	4.2207
	"Texas"	"48"	"Milam County, TX"	"48331"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	196478	Unreliable
	"Texas"	"48"	"Montague County, TX"	"48337"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	156825	Unreliable
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	42	3843824	1.0927
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	93	3843824	2.4195
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	180	3843824	4.6828
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	42	3843824	1.0927
	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	17	3843824	Unreliable
